method,method_role,lambda_cost,frontier_price_multiplier,n_queries,mean_quality,mean_utility,oracle_mean_utility,utility_gap_to_oracle,oracle_utility_ratio,remote_cost_per_1k_queries,mean_normalized_cost,frontier_call_rate,selected_actions_json
cost_aware_oracle,oracle,1.0,2.0,172,0.8023255813953488,0.7857458244199996,0.7857458244199996,0.0,1.0,0.119563953488372,0.0165797569753492,0.0697674418604651,"{""deterministic_math_tool"": 15, ""gemini-3.5-flash"": 9, ""gemini-3.5-flash-strong-solve"": 3, ""qwen3-14b-awq-local"": 33, ""qwen3-32b-awq-local"": 6, ""qwen3-32b-awq-selfconsistency-n3-local"": 1, ""qwen3-4b-local"": 94, ""qwen3-8b-local"": 11}"
frozen_routecode_state_action_table,frozen_state_policy,1.0,2.0,172,0.6918604651162791,0.6630956146847943,0.7857458244199996,0.1226502097352053,0.8439059987041739,0.2074360465116279,0.0287648504314848,0.3197674418604651,"{""deterministic_math_tool"": 14, ""gemini-3.5-flash"": 55, ""qwen3-14b-awq-local"": 51, ""qwen3-32b-awq-local"": 52}"
all_qwen3-32b-awq-local,local_model,1.0,2.0,172,0.4767441860465116,0.4767441860465116,0.7857458244199996,0.309001638373488,0.6067409730092064,0.0,0.0,0.0,"{""qwen3-32b-awq-local"": 172}"
best_local_single_model,local_reference,1.0,2.0,172,0.4767441860465116,0.4767441860465116,0.7857458244199996,0.309001638373488,0.6067409730092064,0.0,0.0,0.0,"{""qwen3-32b-awq-local"": 172}"
all_qwen3-14b-awq-local,local_model,1.0,2.0,172,0.4651162790697674,0.4651162790697674,0.7857458244199996,0.3206295453502322,0.5919424126919087,0.0,0.0,0.0,"{""qwen3-14b-awq-local"": 172}"
all_qwen3-32b-awq-selfconsistency-n3-local,local_model,1.0,2.0,172,0.4011627906976744,0.4011627906976744,0.7857458244199996,0.3845830337223252,0.5105503309467713,0.0,0.0,0.0,"{""qwen3-32b-awq-selfconsistency-n3-local"": 172}"
all_qwen3-4b-local,local_model,1.0,2.0,170,0.3529411764705882,0.3529411764705882,0.7857458244199996,0.4328046479494113,0.4491798308073895,0.0,0.0,0.0,"{""qwen3-4b-local"": 170}"
all_qwen3-8b-local,local_model,1.0,2.0,172,0.2616279069767442,0.2616279069767442,0.7857458244199996,0.5241179174432554,0.3329676071391986,0.0,0.0,0.0,"{""qwen3-8b-local"": 172}"
all_gemini-3.5-flash,all_gemini,1.0,2.0,172,0.3430232558139535,0.1902766515803712,0.7857458244199996,0.5954691728396284,0.2421605634631586,1.1015232558139536,0.1527466042335823,1.0,"{""gemini-3.5-flash"": 172}"
all_deterministic_math_tool,local_model,1.0,2.0,172,0.0930232558139534,0.0930232558139534,0.7857458244199996,0.6927225686060461,0.1183884825383817,0.0,0.0,0.0,"{""deterministic_math_tool"": 172}"
all_gemini-3.5-flash-strong-solve,all_gemini,1.0,2.0,172,0.6976744186046512,-0.5876908923353268,0.7857458244199996,1.3734367167553263,-0.7479402041609733,9.26933720930232,1.285365310939978,1.0,"{""gemini-3.5-flash-strong-solve"": 172}"
all_gpt-5.5,all_gpt,1.0,2.0,172,0.5930232558139535,-1.4980577782017577,0.7857458244199996,2.283803602621757,-1.9065424614983515,15.079709302325584,2.091081034015711,1.0,"{""gpt-5.5"": 172}"
cost_aware_oracle,oracle,1.0,5.0,172,0.7848837209302325,0.770819346486519,0.770819346486519,0.0,1.0,0.1014244186046511,0.0140643744437134,0.0523255813953488,"{""deterministic_math_tool"": 15, ""gemini-3.5-flash"": 9, ""qwen3-14b-awq-local"": 33, ""qwen3-32b-awq-local"": 6, ""qwen3-32b-awq-selfconsistency-n3-local"": 1, ""qwen3-4b-local"": 97, ""qwen3-8b-local"": 11}"
frozen_routecode_state_action_table,frozen_state_policy,1.0,5.0,172,0.6453488372093024,0.6194270946296808,0.770819346486519,0.1513922518568381,0.8035956770585728,0.1869331395348837,0.0259217425796215,0.0930232558139534,"{""deterministic_math_tool"": 14, ""gemini-3.5-flash"": 16, ""qwen3-14b-awq-local"": 51, ""qwen3-32b-awq-local"": 52, ""qwen3-4b-local"": 39}"
all_qwen3-32b-awq-local,local_model,1.0,5.0,172,0.4767441860465116,0.4767441860465116,0.770819346486519,0.2940751604400073,0.6184901666253775,0.0,0.0,0.0,"{""qwen3-32b-awq-local"": 172}"
best_local_single_model,local_reference,1.0,5.0,172,0.4767441860465116,0.4767441860465116,0.770819346486519,0.2940751604400073,0.6184901666253775,0.0,0.0,0.0,"{""qwen3-32b-awq-local"": 172}"
all_qwen3-14b-awq-local,local_model,1.0,5.0,172,0.4651162790697674,0.4651162790697674,0.770819346486519,0.3057030674167515,0.6034050406101243,0.0,0.0,0.0,"{""qwen3-14b-awq-local"": 172}"
all_qwen3-32b-awq-selfconsistency-n3-local,local_model,1.0,5.0,172,0.4011627906976744,0.4011627906976744,0.770819346486519,0.3696565557888445,0.5204368475262322,0.0,0.0,0.0,"{""qwen3-32b-awq-selfconsistency-n3-local"": 172}"
all_qwen3-4b-local,local_model,1.0,5.0,170,0.3529411764705882,0.3529411764705882,0.770819346486519,0.4178781700159307,0.4578779425806237,0.0,0.0,0.0,"{""qwen3-4b-local"": 170}"
all_qwen3-8b-local,local_model,1.0,5.0,172,0.2616279069767442,0.2616279069767442,0.770819346486519,0.5091914395097747,0.3394153353431949,0.0,0.0,0.0,"{""qwen3-8b-local"": 172}"
all_deterministic_math_tool,local_model,1.0,5.0,172,0.0930232558139534,0.0930232558139534,0.770819346486519,0.6777960906725655,0.1206810081220248,0.0,0.0,0.0,"{""deterministic_math_tool"": 172}"
all_gemini-3.5-flash,all_gemini,1.0,5.0,172,0.3430232558139535,-0.0388432547700022,0.770819346486519,0.8096626012565211,-0.0503921638021335,2.753808139534884,0.3818665105839556,1.0,"{""gemini-3.5-flash"": 172}"
all_gemini-3.5-flash-strong-solve,all_gemini,1.0,5.0,172,0.6976744186046512,-2.515738858745294,0.770819346486519,3.2865582052318127,-3.2637204426851945,23.1733430232558,3.2134132773499453,1.0,"{""gemini-3.5-flash-strong-solve"": 172}"
all_gpt-5.5,all_gpt,1.0,5.0,172,0.5930232558139535,-4.6346793292253246,0.770819346486519,5.405498675711844,-6.0126660680621375,37.69927325581395,5.227702585039278,1.0,"{""gpt-5.5"": 172}"
