query_id,split,benchmark,domain,group_method,group_id,k
aime:hybrid:48,val,aime,math,utility_state_k24,u00,24
aime:hybrid:49,val,aime,math,utility_state_k24,u09,24
aime:hybrid:5,val,aime,math,utility_state_k24,u00,24
aime:hybrid:50,val,aime,math,utility_state_k24,u00,24
aime:hybrid:51,val,aime,math,utility_state_k24,u00,24
aime:hybrid:52,val,aime,math,utility_state_k24,u09,24
aime:hybrid:53,test,aime,math,utility_state_k24,u00,24
aime:hybrid:54,test,aime,math,utility_state_k24,u00,24
aime:hybrid:55,test,aime,math,utility_state_k24,u00,24
aime:hybrid:56,test,aime,math,utility_state_k24,u00,24
aime:hybrid:57,test,aime,math,utility_state_k24,u00,24
aime:hybrid:58,test,aime,math,utility_state_k24,u00,24
aime:hybrid:59,test,aime,math,utility_state_k24,u00,24
aime:hybrid:6,test,aime,math,utility_state_k24,u00,24
aime:hybrid:60,test,aime,math,utility_state_k24,u00,24
aime:hybrid:7,test,aime,math,utility_state_k24,u00,24
aime:hybrid:8,test,aime,math,utility_state_k24,u00,24
aime:hybrid:9,test,aime,math,utility_state_k24,u09,24
bbh:test:1,train,bbh,reasoning,utility_state_k24,u02,24
bbh:test:10,train,bbh,reasoning,utility_state_k24,u15,24
bbh:test:100,train,bbh,reasoning,utility_state_k24,u17,24
bbh:test:11,train,bbh,reasoning,utility_state_k24,u01,24
bbh:test:12,train,bbh,reasoning,utility_state_k24,u01,24
bbh:test:13,train,bbh,reasoning,utility_state_k24,u02,24
bbh:test:14,train,bbh,reasoning,utility_state_k24,u01,24
bbh:test:15,train,bbh,reasoning,utility_state_k24,u02,24
bbh:test:16,train,bbh,reasoning,utility_state_k24,u22,24
bbh:test:17,train,bbh,reasoning,utility_state_k24,u01,24
bbh:test:18,train,bbh,reasoning,utility_state_k24,u02,24
bbh:test:19,train,bbh,reasoning,utility_state_k24,u01,24
bbh:test:2,train,bbh,reasoning,utility_state_k24,u01,24
bbh:test:20,train,bbh,reasoning,utility_state_k24,u01,24
bbh:test:21,train,bbh,reasoning,utility_state_k24,u01,24
bbh:test:22,train,bbh,reasoning,utility_state_k24,u02,24
bbh:test:23,train,bbh,reasoning,utility_state_k24,u02,24
bbh:test:24,train,bbh,reasoning,utility_state_k24,u02,24
bbh:test:25,train,bbh,reasoning,utility_state_k24,u08,24
bbh:test:26,train,bbh,reasoning,utility_state_k24,u02,24
bbh:test:27,train,bbh,reasoning,utility_state_k24,u01,24
bbh:test:28,train,bbh,reasoning,utility_state_k24,u02,24
bbh:test:29,train,bbh,reasoning,utility_state_k24,u02,24
bbh:test:3,train,bbh,reasoning,utility_state_k24,u01,24
bbh:test:30,train,bbh,reasoning,utility_state_k24,u17,24
bbh:test:31,train,bbh,reasoning,utility_state_k24,u01,24
bbh:test:32,train,bbh,reasoning,utility_state_k24,u17,24
bbh:test:33,train,bbh,reasoning,utility_state_k24,u02,24
bbh:test:34,train,bbh,reasoning,utility_state_k24,u02,24
bbh:test:35,train,bbh,reasoning,utility_state_k24,u17,24
bbh:test:36,train,bbh,reasoning,utility_state_k24,u04,24
bbh:test:37,train,bbh,reasoning,utility_state_k24,u01,24
bbh:test:38,train,bbh,reasoning,utility_state_k24,u02,24
bbh:test:39,train,bbh,reasoning,utility_state_k24,u01,24
bbh:test:4,train,bbh,reasoning,utility_state_k24,u01,24
bbh:test:40,train,bbh,reasoning,utility_state_k24,u02,24
bbh:test:5,train,bbh,reasoning,utility_state_k24,u12,24
bbh:test:6,train,bbh,reasoning,utility_state_k24,u08,24
bbh:test:7,val,bbh,reasoning,utility_state_k24,u02,24
bbh:test:8,val,bbh,reasoning,utility_state_k24,u02,24
bbh:test:81,test,bbh,reasoning,utility_state_k24,u04,24
bbh:test:82,test,bbh,reasoning,utility_state_k24,u06,24
bbh:test:83,test,bbh,reasoning,utility_state_k24,u16,24
bbh:test:84,test,bbh,reasoning,utility_state_k24,u01,24
bbh:test:85,test,bbh,reasoning,utility_state_k24,u01,24
bbh:test:86,test,bbh,reasoning,utility_state_k24,u08,24
bbh:test:87,test,bbh,reasoning,utility_state_k24,u00,24
bbh:test:88,test,bbh,reasoning,utility_state_k24,u06,24
bbh:test:89,test,bbh,reasoning,utility_state_k24,u01,24
bbh:test:9,test,bbh,reasoning,utility_state_k24,u01,24
bbh:test:90,test,bbh,reasoning,utility_state_k24,u06,24
bbh:test:91,test,bbh,reasoning,utility_state_k24,u17,24
bbh:test:92,test,bbh,reasoning,utility_state_k24,u06,24
bbh:test:93,test,bbh,reasoning,utility_state_k24,u01,24
bbh:test:94,test,bbh,reasoning,utility_state_k24,u08,24
bbh:test:95,test,bbh,reasoning,utility_state_k24,u01,24
bbh:test:96,test,bbh,reasoning,utility_state_k24,u02,24
bbh:test:97,test,bbh,reasoning,utility_state_k24,u01,24
bbh:test:98,test,bbh,reasoning,utility_state_k24,u01,24
bbh:test:99,test,bbh,reasoning,utility_state_k24,u01,24
gpqa:test:1,train,gpqa,science,utility_state_k24,u05,24
gpqa:test:10,train,gpqa,science,utility_state_k24,u00,24
gpqa:test:100,train,gpqa,science,utility_state_k24,u00,24
gpqa:test:11,train,gpqa,science,utility_state_k24,u11,24
gpqa:test:12,train,gpqa,science,utility_state_k24,u11,24
gpqa:test:13,train,gpqa,science,utility_state_k24,u20,24
gpqa:test:14,train,gpqa,science,utility_state_k24,u03,24
gpqa:test:15,train,gpqa,science,utility_state_k24,u00,24
gpqa:test:16,train,gpqa,science,utility_state_k24,u00,24
gpqa:test:17,train,gpqa,science,utility_state_k24,u12,24
gpqa:test:18,train,gpqa,science,utility_state_k24,u00,24
gpqa:test:19,train,gpqa,science,utility_state_k24,u00,24
gpqa:test:2,train,gpqa,science,utility_state_k24,u00,24
gpqa:test:20,train,gpqa,science,utility_state_k24,u05,24
gpqa:test:21,train,gpqa,science,utility_state_k24,u11,24
gpqa:test:22,train,gpqa,science,utility_state_k24,u00,24
gpqa:test:23,train,gpqa,science,utility_state_k24,u20,24
gpqa:test:24,train,gpqa,science,utility_state_k24,u11,24
gpqa:test:25,train,gpqa,science,utility_state_k24,u00,24
gpqa:test:26,train,gpqa,science,utility_state_k24,u00,24
gpqa:test:27,train,gpqa,science,utility_state_k24,u03,24
gpqa:test:28,train,gpqa,science,utility_state_k24,u11,24
gpqa:test:29,train,gpqa,science,utility_state_k24,u11,24
gpqa:test:3,train,gpqa,science,utility_state_k24,u13,24
gpqa:test:30,train,gpqa,science,utility_state_k24,u00,24
gpqa:test:31,train,gpqa,science,utility_state_k24,u00,24
gpqa:test:32,train,gpqa,science,utility_state_k24,u00,24
gpqa:test:33,train,gpqa,science,utility_state_k24,u00,24
gpqa:test:34,train,gpqa,science,utility_state_k24,u11,24
gpqa:test:35,train,gpqa,science,utility_state_k24,u11,24
gpqa:test:36,train,gpqa,science,utility_state_k24,u00,24
gpqa:test:37,train,gpqa,science,utility_state_k24,u00,24
gpqa:test:38,train,gpqa,science,utility_state_k24,u21,24
gpqa:test:39,train,gpqa,science,utility_state_k24,u00,24
gpqa:test:4,train,gpqa,science,utility_state_k24,u14,24
gpqa:test:40,train,gpqa,science,utility_state_k24,u14,24
gpqa:test:41,train,gpqa,science,utility_state_k24,u14,24
gpqa:test:42,train,gpqa,science,utility_state_k24,u19,24
gpqa:test:43,train,gpqa,science,utility_state_k24,u18,24
gpqa:test:44,train,gpqa,science,utility_state_k24,u11,24
gpqa:test:45,train,gpqa,science,utility_state_k24,u00,24
gpqa:test:46,train,gpqa,science,utility_state_k24,u19,24
gpqa:test:47,train,gpqa,science,utility_state_k24,u03,24
gpqa:test:48,train,gpqa,science,utility_state_k24,u20,24
gpqa:test:49,train,gpqa,science,utility_state_k24,u00,24
gpqa:test:5,train,gpqa,science,utility_state_k24,u13,24
gpqa:test:50,train,gpqa,science,utility_state_k24,u05,24
gpqa:test:51,train,gpqa,science,utility_state_k24,u18,24
gpqa:test:52,train,gpqa,science,utility_state_k24,u00,24
gpqa:test:53,train,gpqa,science,utility_state_k24,u19,24
gpqa:test:54,train,gpqa,science,utility_state_k24,u20,24
gpqa:test:55,train,gpqa,science,utility_state_k24,u00,24
gpqa:test:56,train,gpqa,science,utility_state_k24,u03,24
gpqa:test:57,train,gpqa,science,utility_state_k24,u00,24
gpqa:test:58,train,gpqa,science,utility_state_k24,u10,24
gpqa:test:59,train,gpqa,science,utility_state_k24,u11,24
gpqa:test:6,train,gpqa,science,utility_state_k24,u11,24
gpqa:test:60,train,gpqa,science,utility_state_k24,u20,24
gpqa:test:61,train,gpqa,science,utility_state_k24,u03,24
gpqa:test:62,train,gpqa,science,utility_state_k24,u20,24
gpqa:test:63,val,gpqa,science,utility_state_k24,u00,24
gpqa:test:64,val,gpqa,science,utility_state_k24,u20,24
gpqa:test:65,val,gpqa,science,utility_state_k24,u00,24
gpqa:test:66,val,gpqa,science,utility_state_k24,u16,24
gpqa:test:67,val,gpqa,science,utility_state_k24,u12,24
gpqa:test:68,val,gpqa,science,utility_state_k24,u05,24
gpqa:test:69,val,gpqa,science,utility_state_k24,u19,24
gpqa:test:7,val,gpqa,science,utility_state_k24,u19,24
gpqa:test:70,val,gpqa,science,utility_state_k24,u00,24
gpqa:test:71,val,gpqa,science,utility_state_k24,u09,24
gpqa:test:72,val,gpqa,science,utility_state_k24,u11,24
gpqa:test:73,val,gpqa,science,utility_state_k24,u07,24
gpqa:test:74,val,gpqa,science,utility_state_k24,u09,24
gpqa:test:75,val,gpqa,science,utility_state_k24,u19,24
gpqa:test:76,val,gpqa,science,utility_state_k24,u00,24
gpqa:test:77,val,gpqa,science,utility_state_k24,u00,24
gpqa:test:78,val,gpqa,science,utility_state_k24,u03,24
gpqa:test:79,val,gpqa,science,utility_state_k24,u00,24
gpqa:test:8,val,gpqa,science,utility_state_k24,u11,24
gpqa:test:80,val,gpqa,science,utility_state_k24,u20,24
gpqa:test:81,test,gpqa,science,utility_state_k24,u19,24
gpqa:test:83,test,gpqa,science,utility_state_k24,u19,24
gpqa:test:84,test,gpqa,science,utility_state_k24,u03,24
gpqa:test:85,test,gpqa,science,utility_state_k24,u00,24
gpqa:test:86,test,gpqa,science,utility_state_k24,u20,24
gpqa:test:87,test,gpqa,science,utility_state_k24,u19,24
gpqa:test:88,test,gpqa,science,utility_state_k24,u05,24
gpqa:test:89,test,gpqa,science,utility_state_k24,u00,24
gpqa:test:9,test,gpqa,science,utility_state_k24,u07,24
gpqa:test:90,test,gpqa,science,utility_state_k24,u00,24
gpqa:test:91,test,gpqa,science,utility_state_k24,u00,24
gpqa:test:92,test,gpqa,science,utility_state_k24,u20,24
gpqa:test:93,test,gpqa,science,utility_state_k24,u00,24
gpqa:test:94,test,gpqa,science,utility_state_k24,u00,24
gpqa:test:95,test,gpqa,science,utility_state_k24,u03,24
gpqa:test:96,test,gpqa,science,utility_state_k24,u00,24
gpqa:test:97,test,gpqa,science,utility_state_k24,u05,24
gpqa:test:98,test,gpqa,science,utility_state_k24,u00,24
gpqa:test:99,test,gpqa,science,utility_state_k24,u03,24
gsm8k:test:0,train,gsm8k,math_easy,utility_state_k24,u15,24
gsm8k:test:1,train,gsm8k,math_easy,utility_state_k24,u21,24
gsm8k:test:10,train,gsm8k,math_easy,utility_state_k24,u21,24
gsm8k:test:11,train,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:12,train,gsm8k,math_easy,utility_state_k24,u17,24
gsm8k:test:13,train,gsm8k,math_easy,utility_state_k24,u08,24
gsm8k:test:14,train,gsm8k,math_easy,utility_state_k24,u02,24
gsm8k:test:15,train,gsm8k,math_easy,utility_state_k24,u01,24
gsm8k:test:16,train,gsm8k,math_easy,utility_state_k24,u23,24
gsm8k:test:17,train,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:18,train,gsm8k,math_easy,utility_state_k24,u01,24
gsm8k:test:19,train,gsm8k,math_easy,utility_state_k24,u01,24
gsm8k:test:2,train,gsm8k,math_easy,utility_state_k24,u04,24
gsm8k:test:20,train,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:21,train,gsm8k,math_easy,utility_state_k24,u08,24
gsm8k:test:22,train,gsm8k,math_easy,utility_state_k24,u22,24
gsm8k:test:23,train,gsm8k,math_easy,utility_state_k24,u06,24
gsm8k:test:24,train,gsm8k,math_easy,utility_state_k24,u01,24
gsm8k:test:25,train,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:26,train,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:27,train,gsm8k,math_easy,utility_state_k24,u02,24
gsm8k:test:28,train,gsm8k,math_easy,utility_state_k24,u21,24
gsm8k:test:29,train,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:3,train,gsm8k,math_easy,utility_state_k24,u02,24
gsm8k:test:30,train,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:31,train,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:32,train,gsm8k,math_easy,utility_state_k24,u02,24
gsm8k:test:33,train,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:34,train,gsm8k,math_easy,utility_state_k24,u17,24
gsm8k:test:35,train,gsm8k,math_easy,utility_state_k24,u15,24
gsm8k:test:36,train,gsm8k,math_easy,utility_state_k24,u17,24
gsm8k:test:37,train,gsm8k,math_easy,utility_state_k24,u08,24
gsm8k:test:38,train,gsm8k,math_easy,utility_state_k24,u02,24
gsm8k:test:39,train,gsm8k,math_easy,utility_state_k24,u07,24
gsm8k:test:4,train,gsm8k,math_easy,utility_state_k24,u02,24
gsm8k:test:40,train,gsm8k,math_easy,utility_state_k24,u02,24
gsm8k:test:41,train,gsm8k,math_easy,utility_state_k24,u08,24
gsm8k:test:42,train,gsm8k,math_easy,utility_state_k24,u04,24
gsm8k:test:43,train,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:44,train,gsm8k,math_easy,utility_state_k24,u17,24
gsm8k:test:45,train,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:46,train,gsm8k,math_easy,utility_state_k24,u15,24
gsm8k:test:47,train,gsm8k,math_easy,utility_state_k24,u04,24
gsm8k:test:48,train,gsm8k,math_easy,utility_state_k24,u21,24
gsm8k:test:49,train,gsm8k,math_easy,utility_state_k24,u15,24
gsm8k:test:5,train,gsm8k,math_easy,utility_state_k24,u17,24
gsm8k:test:50,train,gsm8k,math_easy,utility_state_k24,u02,24
gsm8k:test:51,train,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:52,train,gsm8k,math_easy,utility_state_k24,u23,24
gsm8k:test:53,train,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:54,train,gsm8k,math_easy,utility_state_k24,u17,24
gsm8k:test:55,train,gsm8k,math_easy,utility_state_k24,u02,24
gsm8k:test:56,train,gsm8k,math_easy,utility_state_k24,u22,24
gsm8k:test:57,train,gsm8k,math_easy,utility_state_k24,u17,24
gsm8k:test:58,train,gsm8k,math_easy,utility_state_k24,u08,24
gsm8k:test:59,train,gsm8k,math_easy,utility_state_k24,u15,24
gsm8k:test:6,train,gsm8k,math_easy,utility_state_k24,u23,24
gsm8k:test:60,train,gsm8k,math_easy,utility_state_k24,u04,24
gsm8k:test:61,train,gsm8k,math_easy,utility_state_k24,u15,24
gsm8k:test:62,train,gsm8k,math_easy,utility_state_k24,u04,24
gsm8k:test:63,val,gsm8k,math_easy,utility_state_k24,u17,24
gsm8k:test:64,val,gsm8k,math_easy,utility_state_k24,u01,24
gsm8k:test:65,val,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:66,val,gsm8k,math_easy,utility_state_k24,u15,24
gsm8k:test:67,val,gsm8k,math_easy,utility_state_k24,u02,24
gsm8k:test:68,val,gsm8k,math_easy,utility_state_k24,u04,24
gsm8k:test:69,val,gsm8k,math_easy,utility_state_k24,u02,24
gsm8k:test:7,val,gsm8k,math_easy,utility_state_k24,u17,24
gsm8k:test:70,val,gsm8k,math_easy,utility_state_k24,u17,24
gsm8k:test:71,val,gsm8k,math_easy,utility_state_k24,u21,24
gsm8k:test:72,val,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:73,val,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:74,val,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:75,val,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:76,val,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:77,val,gsm8k,math_easy,utility_state_k24,u23,24
gsm8k:test:78,val,gsm8k,math_easy,utility_state_k24,u23,24
gsm8k:test:79,val,gsm8k,math_easy,utility_state_k24,u02,24
gsm8k:test:8,val,gsm8k,math_easy,utility_state_k24,u09,24
gsm8k:test:80,val,gsm8k,math_easy,utility_state_k24,u04,24
gsm8k:test:81,test,gsm8k,math_easy,utility_state_k24,u23,24
gsm8k:test:82,test,gsm8k,math_easy,utility_state_k24,u23,24
gsm8k:test:83,test,gsm8k,math_easy,utility_state_k24,u01,24
gsm8k:test:84,test,gsm8k,math_easy,utility_state_k24,u02,24
gsm8k:test:85,test,gsm8k,math_easy,utility_state_k24,u15,24
gsm8k:test:86,test,gsm8k,math_easy,utility_state_k24,u01,24
gsm8k:test:87,test,gsm8k,math_easy,utility_state_k24,u08,24
gsm8k:test:88,test,gsm8k,math_easy,utility_state_k24,u02,24
gsm8k:test:89,test,gsm8k,math_easy,utility_state_k24,u22,24
gsm8k:test:9,test,gsm8k,math_easy,utility_state_k24,u01,24
gsm8k:test:90,test,gsm8k,math_easy,utility_state_k24,u17,24
gsm8k:test:91,test,gsm8k,math_easy,utility_state_k24,u23,24
gsm8k:test:92,test,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:93,test,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:94,test,gsm8k,math_easy,utility_state_k24,u04,24
gsm8k:test:95,test,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:96,test,gsm8k,math_easy,utility_state_k24,u21,24
gsm8k:test:97,test,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:98,test,gsm8k,math_easy,utility_state_k24,u10,24
gsm8k:test:99,test,gsm8k,math_easy,utility_state_k24,u10,24
humaneval:test:1,train,humaneval,code,utility_state_k24,u16,24
humaneval:test:10,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:100,train,humaneval,code,utility_state_k24,u20,24
humaneval:test:11,train,humaneval,code,utility_state_k24,u00,24
humaneval:test:12,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:13,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:14,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:15,train,humaneval,code,utility_state_k24,u16,24
humaneval:test:16,train,humaneval,code,utility_state_k24,u06,24
humaneval:test:17,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:18,train,humaneval,code,utility_state_k24,u16,24
humaneval:test:19,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:2,train,humaneval,code,utility_state_k24,u12,24
humaneval:test:20,train,humaneval,code,utility_state_k24,u05,24
humaneval:test:21,train,humaneval,code,utility_state_k24,u16,24
humaneval:test:22,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:23,train,humaneval,code,utility_state_k24,u03,24
humaneval:test:24,train,humaneval,code,utility_state_k24,u17,24
humaneval:test:25,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:26,train,humaneval,code,utility_state_k24,u14,24
humaneval:test:27,train,humaneval,code,utility_state_k24,u12,24
humaneval:test:28,train,humaneval,code,utility_state_k24,u06,24
humaneval:test:29,train,humaneval,code,utility_state_k24,u06,24
humaneval:test:3,train,humaneval,code,utility_state_k24,u16,24
humaneval:test:30,train,humaneval,code,utility_state_k24,u12,24
humaneval:test:31,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:32,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:33,train,humaneval,code,utility_state_k24,u00,24
humaneval:test:34,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:35,train,humaneval,code,utility_state_k24,u16,24
humaneval:test:36,train,humaneval,code,utility_state_k24,u21,24
humaneval:test:37,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:38,train,humaneval,code,utility_state_k24,u14,24
humaneval:test:39,train,humaneval,code,utility_state_k24,u00,24
humaneval:test:4,train,humaneval,code,utility_state_k24,u14,24
humaneval:test:40,train,humaneval,code,utility_state_k24,u05,24
humaneval:test:41,train,humaneval,code,utility_state_k24,u14,24
humaneval:test:42,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:43,train,humaneval,code,utility_state_k24,u21,24
humaneval:test:44,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:45,train,humaneval,code,utility_state_k24,u14,24
humaneval:test:46,train,humaneval,code,utility_state_k24,u06,24
humaneval:test:47,train,humaneval,code,utility_state_k24,u05,24
humaneval:test:48,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:49,train,humaneval,code,utility_state_k24,u05,24
humaneval:test:5,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:50,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:51,train,humaneval,code,utility_state_k24,u00,24
humaneval:test:52,train,humaneval,code,utility_state_k24,u14,24
humaneval:test:53,train,humaneval,code,utility_state_k24,u02,24
humaneval:test:54,train,humaneval,code,utility_state_k24,u02,24
humaneval:test:55,train,humaneval,code,utility_state_k24,u09,24
humaneval:test:56,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:57,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:58,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:59,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:6,train,humaneval,code,utility_state_k24,u14,24
humaneval:test:60,train,humaneval,code,utility_state_k24,u14,24
humaneval:test:61,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:62,train,humaneval,code,utility_state_k24,u07,24
humaneval:test:63,val,humaneval,code,utility_state_k24,u07,24
humaneval:test:64,val,humaneval,code,utility_state_k24,u05,24
humaneval:test:65,val,humaneval,code,utility_state_k24,u07,24
humaneval:test:66,val,humaneval,code,utility_state_k24,u20,24
humaneval:test:67,val,humaneval,code,utility_state_k24,u07,24
humaneval:test:68,val,humaneval,code,utility_state_k24,u16,24
humaneval:test:69,val,humaneval,code,utility_state_k24,u16,24
humaneval:test:7,val,humaneval,code,utility_state_k24,u07,24
humaneval:test:71,val,humaneval,code,utility_state_k24,u05,24
humaneval:test:72,val,humaneval,code,utility_state_k24,u07,24
humaneval:test:73,val,humaneval,code,utility_state_k24,u07,24
humaneval:test:74,val,humaneval,code,utility_state_k24,u07,24
humaneval:test:75,val,humaneval,code,utility_state_k24,u07,24
humaneval:test:76,val,humaneval,code,utility_state_k24,u05,24
humaneval:test:77,val,humaneval,code,utility_state_k24,u03,24
humaneval:test:78,val,humaneval,code,utility_state_k24,u12,24
humaneval:test:79,val,humaneval,code,utility_state_k24,u07,24
humaneval:test:8,val,humaneval,code,utility_state_k24,u02,24
humaneval:test:80,val,humaneval,code,utility_state_k24,u07,24
humaneval:test:81,test,humaneval,code,utility_state_k24,u07,24
humaneval:test:82,test,humaneval,code,utility_state_k24,u00,24
humaneval:test:83,test,humaneval,code,utility_state_k24,u07,24
humaneval:test:84,test,humaneval,code,utility_state_k24,u05,24
humaneval:test:85,test,humaneval,code,utility_state_k24,u07,24
humaneval:test:86,test,humaneval,code,utility_state_k24,u14,24
humaneval:test:87,test,humaneval,code,utility_state_k24,u14,24
humaneval:test:88,test,humaneval,code,utility_state_k24,u07,24
humaneval:test:89,test,humaneval,code,utility_state_k24,u07,24
humaneval:test:9,test,humaneval,code,utility_state_k24,u07,24
humaneval:test:90,test,humaneval,code,utility_state_k24,u12,24
humaneval:test:91,test,humaneval,code,utility_state_k24,u07,24
humaneval:test:92,test,humaneval,code,utility_state_k24,u00,24
humaneval:test:93,test,humaneval,code,utility_state_k24,u07,24
humaneval:test:94,test,humaneval,code,utility_state_k24,u11,24
humaneval:test:96,test,humaneval,code,utility_state_k24,u07,24
humaneval:test:97,test,humaneval,code,utility_state_k24,u07,24
humaneval:test:98,test,humaneval,code,utility_state_k24,u07,24
humaneval:test:99,test,humaneval,code,utility_state_k24,u07,24
livemathbench:test:1,train,livemathbench,math,utility_state_k24,u09,24
livemathbench:test:10,train,livemathbench,math,utility_state_k24,u00,24
livemathbench:test:100,train,livemathbench,math,utility_state_k24,u09,24
livemathbench:test:11,train,livemathbench,math,utility_state_k24,u00,24
livemathbench:test:12,train,livemathbench,math,utility_state_k24,u00,24
livemathbench:test:13,train,livemathbench,math,utility_state_k24,u09,24
livemathbench:test:14,train,livemathbench,math,utility_state_k24,u09,24
livemathbench:test:15,train,livemathbench,math,utility_state_k24,u00,24
livemathbench:test:16,train,livemathbench,math,utility_state_k24,u00,24
livemathbench:test:17,train,livemathbench,math,utility_state_k24,u00,24
livemathbench:test:18,train,livemathbench,math,utility_state_k24,u00,24
livemathbench:test:19,train,livemathbench,math,utility_state_k24,u15,24
livemathbench:test:2,train,livemathbench,math,utility_state_k24,u00,24
livemathbench:test:20,train,livemathbench,math,utility_state_k24,u00,24
livemathbench:test:21,train,livemathbench,math,utility_state_k24,u09,24
livemathbench:test:22,train,livemathbench,math,utility_state_k24,u09,24
livemathbench:test:23,train,livemathbench,math,utility_state_k24,u00,24
livemathbench:test:24,train,livemathbench,math,utility_state_k24,u09,24
livemathbench:test:25,train,livemathbench,math,utility_state_k24,u09,24
livemathbench:test:26,train,livemathbench,math,utility_state_k24,u00,24
livemathbench:test:27,train,livemathbench,math,utility_state_k24,u00,24
livemathbench:test:28,train,livemathbench,math,utility_state_k24,u14,24
livemathbench:test:29,train,livemathbench,math,utility_state_k24,u00,24
livemathbench:test:3,train,livemathbench,math,utility_state_k24,u00,24
livemathbench:test:30,train,livemathbench,math,utility_state_k24,u06,24
livemathbench:test:31,train,livemathbench,math,utility_state_k24,u08,24
livemathbench:test:32,train,livemathbench,math,utility_state_k24,u18,24
livemathbench:test:33,train,livemathbench,math,utility_state_k24,u14,24
livemathbench:test:34,train,livemathbench,math,utility_state_k24,u10,24
livemathbench:test:35,train,livemathbench,math,utility_state_k24,u01,24
livemathbench:test:36,train,livemathbench,math,utility_state_k24,u09,24
livemathbench:test:37,train,livemathbench,math,utility_state_k24,u01,24
livemathbench:test:38,train,livemathbench,math,utility_state_k24,u00,24
livemathbench:test:39,train,livemathbench,math,utility_state_k24,u00,24
livemathbench:test:4,train,livemathbench,math,utility_state_k24,u09,24
livemathbench:test:40,train,livemathbench,math,utility_state_k24,u13,24
livemathbench:test:41,train,livemathbench,math,utility_state_k24,u00,24
livemathbench:test:42,train,livemathbench,math,utility_state_k24,u08,24
livemathbench:test:43,train,livemathbench,math,utility_state_k24,u19,24
livemathbench:test:44,train,livemathbench,math,utility_state_k24,u00,24
livemathbench:test:45,train,livemathbench,math,utility_state_k24,u03,24
livemathbench:test:46,train,livemathbench,math,utility_state_k24,u09,24
livemathbench:test:47,train,livemathbench,math,utility_state_k24,u20,24
livemathbench:test:48,train,livemathbench,math,utility_state_k24,u02,24
livemathbench:test:49,train,livemathbench,math,utility_state_k24,u02,24
livemathbench:test:5,train,livemathbench,math,utility_state_k24,u00,24
livemathbench:test:50,train,livemathbench,math,utility_state_k24,u02,24
livemathbench:test:51,train,livemathbench,math,utility_state_k24,u09,24
livemathbench:test:52,train,livemathbench,math,utility_state_k24,u12,24
livemathbench:test:53,train,livemathbench,math,utility_state_k24,u12,24
livemathbench:test:54,train,livemathbench,math,utility_state_k24,u21,24
livemathbench:test:55,train,livemathbench,math,utility_state_k24,u10,24
livemathbench:test:56,train,livemathbench,math,utility_state_k24,u02,24
livemathbench:test:57,train,livemathbench,math,utility_state_k24,u00,24
